Sample ID_16S	16S_Seq_number_Subset2	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Microbe_collection	Seed_number	Seed_mass_g	pielou_e_16S	observed_otus_16S	shannon_16S	Sample ID_ITS	pielou_e_ITS	observed_otus_ITS	shannon_ITS	Ratio_observed_otus
SRR10450225	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Neuville-sur-Sarthe	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P6S3	2017	France	Manual	None	Field	Total	Soaking		0.4	0.75005937	64	4.500356219	SRR10450225	0.596008382	44	3.253867006	1.454545455
SRR10450227	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Neuville-sur-Sarthe	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P6S3	2017	France	Manual	None	Field	Total	Soaking		0.4	0.738452172	62	4.396889198	SRR10450227	0.577991331	50	3.26209995	1.24
SRR10450228	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Neuville-sur-Sarthe	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P6S2	2017	France	Manual	None	Field	Total	Soaking		0.4	0.789869368	56	4.587051764	SRR10450228	0.626082898	63	3.742272736	0.888888889
SRR10450230	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Fontenay-le-compte	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P1S3	2017	France	Manual	None	Field	Total	Soaking		0.4	0.917899531	145	6.590435188	SRR10450230	0.858408507	46	4.74147257	3.152173913
SRR10450232	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Neuville-sur-Sarthe	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P6S1	2017	France	Manual	None	Field	Total	Soaking		0.4	0.657934505	27	3.128404553	SRR10450232	0.693868681	63	4.147447335	0.428571429
SRR10450233	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Neuville-sur-Sarthe	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P6S1	2017	France	Manual	None	Field	Total	Soaking		0.4	0.674701456	29	3.277686852	SRR10450233	0.72253958	61	4.285192465	0.475409836
SRR10450237	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Aigre	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P5S2	2017	France	Manual	None	Field	Total	Soaking		0.4	0.929773086	198	7.093570447	SRR10450237	0.758817792	146	5.455766795	1.356164384
SRR10450240	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Aigre	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P5S2	2017	France	Manual	None	Field	Total	Soaking		0.4	0.927419257	210	7.154339848	SRR10450240	0.760875265	105	5.108703335	2
SRR10450242	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Aigre	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P5S1	2017	France	Manual	None	Field	Total	Soaking		0.4	0.914900665	235	7.206230595	SRR10450242	0.792458012	179	5.930609777	1.312849162
SRR10450245	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Aigre	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P4S4	2017	France	Manual	None	Field	Total	Soaking		0.4	0.913014919	245	7.246268842	SRR10450245	0.661020178	131	4.649234524	1.870229008
SRR10450246	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Aigre	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P4S4	2017	France	Manual	None	Field	Total	Soaking		0.4	0.914339036	201	6.995655227	SRR10450246	0.761300751	137	5.403737157	1.467153285
SRR10450248	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Aigre	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P4S3	2017	France	Manual	None	Field	Total	Soaking		0.4	0.912783583	237	7.20071533	SRR10450248	0.805897102	153	5.848707829	1.549019608
SRR10450251	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Aigre	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P4S2	2017	France	Manual	None	Field	Total	Soaking		0.4	0.914079777	204	7.013208849	SRR10450251	0.767664883	134	5.424388535	1.52238806
SRR10450253	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Aigre	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P4S2	2017	France	Manual	None	Field	Total	Soaking		0.4	0.913445393	212	7.059033339	SRR10450253	0.717844677	144	5.146892495	1.472222222
SRR10450255	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Aigre	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P4S1	2017	France	Manual	None	Field	Total	Soaking		0.4	0.91025881	270	7.351992552	SRR10450255	0.808076164	156	5.887159881	1.730769231
SRR10450258	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Aigre	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P4S1	2017	France	Manual	None	Field	Total	Soaking		0.4	0.917275102	196	6.984783746	SRR10450258	0.736898195	127	5.149949131	1.543307087
SRR10450259	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Pliboux	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P3S5	2017	France	Manual	None	Field	Total	Soaking		0.4	0.911592473	223	7.111241631	SRR10450259	0.744551688	148	5.367810671	1.506756757
SRR10450261	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Pliboux	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P3S5	2017	France	Manual	None	Field	Total	Soaking		0.4	0.839898461	88	5.425266676	SRR10450261	0.646477005	62	3.849250997	1.419354839
SRR10450263	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Pliboux	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P3S4	2017	France	Manual	None	Field	Total	Soaking		0.4	0.905188839	183	6.803127608	SRR10450263	0.717340096	115	4.910544491	1.591304348
SRR10450265	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Pliboux	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P3S3	2017	France	Manual	None	Field	Total	Soaking		0.4	0.930226168	199	7.103788057	SRR10450265	0.691100133	116	4.739551581	1.715517241
SRR10450267	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Fontenay-le-compte	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P1S2	2017	France	Manual	None	Field	Total	Soaking		0.4	0.931339235	214	7.209931943	SRR10450267	0.772879104	165	5.693276513	1.296969697
SRR10450269	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Pliboux	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P3S2	2017	France	Manual	None	Field	Total	Soaking		0.4	0.930187847	235	7.326640343	SRR10450269	0.753660483	128	5.275623379	1.8359375
SRR10450271	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Pliboux	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P3S1	2017	France	Manual	None	Field	Total	Soaking		0.4	0.918352084	258	7.357127248	SRR10450271	0.683658887	123	4.746311739	2.097560976
SRR10450274	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Pliboux	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P3S1	2017	France	Manual	None	Field	Total	Soaking		0.4	0.915038326	214	7.083738988	SRR10450274	0.649555201	115	4.446523663	1.860869565
SRR10450275	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Saint Ouenne	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P2S4	2017	France	Manual	None	Field	Total	Soaking		0.4	0.923647157	168	6.827892969	SRR10450275	0.77345869	140	5.514205903	1.2
SRR10450278	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Saint Ouenne	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P2S3	2017	France	Manual	None	Field	Total	Soaking		0.4	0.906935152	262	7.285793707	SRR10450278	0.811063046	134	5.731043823	1.955223881
SRR10450281	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Saint Ouenne	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P2S3	2017	France	Manual	None	Field	Total	Soaking		0.4	0.9051286	191	6.85854755	SRR10450281	0.774867634	129	5.432773073	1.480620155
SRR10450284	7144	Huet_S_2020	Huet et al 2020	PRJNA589539	University of Nantes	16S rRNA-V4	Phelipanche ramosa	Orobanchaceae	Phelipanche ramosa	Unknown	Seed	France: Saint Ouenne	Illumina MiSeq	PAIRED	Phelipanche ramosa--Huet_S_2020	Seed-P2S2	2017	France	Manual	None	Field	Total	Soaking		0.4	0.863970724	127	6.038018972	SRR10450284	0.685496871	53	3.926471548	2.396226415
SRR8879338	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza alta	Poaceae	Rice	Oryza alta	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_alta_Bac_wPNA		China		None	Field	Surface-disinfected	Grinding	3		0.512834557	38	2.691318583	SRR8879350	0.685997241	30	3.366113413	1.266666667
SRR8879336	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza australiensis	Poaceae	Rice	Oryza australiensis	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_australiensis_Bac_wPNA		Australia		None	Field	Surface-disinfected	Grinding	3		0.525911143	40	2.798861286	SRR8879399	0.483170662	26	2.27111457	1.538461538
SRR8879367	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza barthii	Poaceae	Rice	Oryza barthii	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_barthii_Bac_wPNA		Nigeria		None	Field	Surface-disinfected	Grinding	3		0.701936926	17	2.869141102	SRR8879423	0.440201731	23	1.991279803	0.739130435
SRR8879335	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza brachyantha	Poaceae	Rice	Oryza brachyantha	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_brachyantha_Bac_wPNA		Cameroon		None	Field	Surface-disinfected	Grinding	3		0.716528746	64	4.299172479	SRR8879390	0.528597629	26	2.484641288	2.461538462
SRR8879368	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza glaberrima	Poaceae	Rice	NERICA 12	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_glaberrima_NERICA_12_Bac_wPNA		Cote d Ivoire		None	Field	Surface-disinfected	Grinding	3		0.62842425	24	2.881301619	SRR8879422	0.296014008	19	1.257446048	1.263157895
SRR8879360	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza glumipatula	Poaceae	Rice	Oryza glumipatula	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_glumipatula_Bac_wPNA		Brazil		None	Field	Surface-disinfected	Grinding	3		0.613363504	28	2.94865606	SRR8879417	0.467300844	30	2.292994116	0.933333333
SRR8879339	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza grandiglumis	Poaceae	Rice	Oryza grandiglumis	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_grandiglumis_Bac_wPNA		Brazil		None	Field	Surface-disinfected	Grinding	3		0.461272352	39	2.438009913	SRR8879398	0.63096769	36	3.262055635	1.083333333
SRR8879332	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza meyeriana var. granulata	Poaceae	Rice	Oryza granulata	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_granulata_Bac_wPNA		Myanmar		None	Field	Surface-disinfected	Grinding	3		0.567399007	37	2.955838666	SRR8879391	0.569161338	21	2.49993726	1.761904762
SRR8879341	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza latifolia	Poaceae	Rice	Oryza latifolia	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_latifolia_Bac_wPNA		Guatemala		None	Field	Surface-disinfected	Grinding	3		0.469275879	18	1.956845219	SRR8879421	0.632698942	21	2.779014587	0.857142857
SRR8879334	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza longiglumis	Poaceae	Rice	Oryza longiglumis	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_longiglumis_Bac_wPNA		Indonesia		None	Field	Surface-disinfected	Grinding	3		0.569243195	20	2.460228159	SRR8879393	0.555112703	20	2.399157188	1
SRR8879361	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza longistaminata	Poaceae	Rice	Oryza longistaminata	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_longistaminata_Bac_wPNA		Mali		None	Field	Surface-disinfected	Grinding	3		0.536495296	38	2.815488426	SRR8879331	0.76806239	24	3.521537258	1.583333333
SRR8879366	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza meridionalis	Poaceae	Rice	Oryza meridionalis	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_meridionalis_Bac_wPNA		Australia		None	Field	Surface-disinfected	Grinding	3		0.769094405	27	3.656957376	SRR8879415	0.685873035	29	3.331958171	0.931034483
SRR8879365	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa f. spontanea	Poaceae	Rice	Oryza nivara	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_nivara_Bac_wPNA		Nepal		None	Field	Surface-disinfected	Grinding	3		0.620360338	25	2.880864195	SRR8879405	0.28517738	20	1.232516132	1.25
SRR8879340	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza officinalis	Poaceae	Rice	Oryza officinalis	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_officinalis_Bac_wPNA		China		None	Field	Surface-disinfected	Grinding	3		0.456221005	23	2.063743982	SRR8879418	0.417444292	23	1.888335118	1
SRR8879363	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza punctata	Poaceae	Rice	Oryza punctata	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_punctata_Bac_wPNA		Tanzania		None	Field	Surface-disinfected	Grinding	3		0.568211562	24	2.605228704	SRR8879416	0.541560612	21	2.378706109	1.142857143
SRR8879362	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza rhizomatis	Poaceae	Rice	Oryza rhizomatis	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_rhizomatis_Bac_wPNA		Sri Lanka		None	Field	Surface-disinfected	Grinding	3		0.412581139	28	1.983423967	SRR8879419	0.615232079	24	2.820816013	1.166666667
SRR8879337	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza ridleyi	Poaceae	Rice	Oryza ridleyi	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_ridleyi_Bac_wPNA		Thailand		None	Field	Surface-disinfected	Grinding	3		0.399070273	44	2.178696868	SRR8879392	0.593121597	41	3.1776798	1.073170732
SRR8879364	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza rufipogon	Poaceae	Rice	Oryza rufipogon	Seed	Wild Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_rufipogon_Bac_wPNA		China		None	Field	Surface-disinfected	Grinding	3		0.519381468	27	2.469600451	SRR8879424	0.640005074	27	3.043152128	1
SRR8879397	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Akibare	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Akibare_Bac_wPNA		Japan		None	Field	Surface-disinfected	Grinding	3		0.608689635	23	2.753445275	SRR8879358	0.695339169	39	3.675147184	0.58974359
SRR8879319	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Boseokheugchal	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Boseokheugchal_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.527024377	25	2.447425417	SRR8879409	0.713085323	47	3.960895784	0.531914894
SRR8879318	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Cheonghyangheugmi	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Cheonghyangheugmi_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.632663944	36	3.270825142	SRR8879408	0.548307232	23	2.480301733	1.565217391
SRR8879325	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Dacheong	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Dacheong_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.627361187	29	3.047708726	SRR8879385	0.693964974	41	3.717953437	0.707317073
SRR8879326	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Daean	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Daean_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.705463566	24	3.234523994	SRR8879382	0.561866055	20	2.428344691	1.2
SRR8879327	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Dongjin	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Dongjin_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.633317579	25	2.941035758	SRR8879383	0.676130314	30	3.31769748	0.833333333
SRR8879328	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Dongjinchal	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Dongjinchal_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.730276511	24	3.348290419	SRR8879380	0.654590132	30	3.212002165	0.8
SRR8879330	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Gaya	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Gaya_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.713788074	43	3.873203069	SRR8879354	0.418116794	21	1.836501678	2.047619048
SRR8879312	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Hwayeong	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Hwayeong_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.639429994	30	3.137613023	SRR8879387	0.663636065	28	3.190334102	1.071428571
SRR8879315	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Iljin	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Iljin_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.76817926	54	4.420785225	SRR8879401	0.493355504	30	2.420841481	1.8
SRR8879317	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Ilpum	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Ilpum_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.682194064	35	3.499166427	SRR8879386	0.728279904	30	3.573589814	1.166666667
SRR8879316	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Jodongji	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Jodongji_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.72063663	27	3.426546106	SRR8879426	0.717387179	31	3.554076915	0.870967742
SRR8879369	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Joshinryeok	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Joshinryeok_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.565733433	22	2.522849559	SRR8879427	0.545812926	15	2.132431387	1.466666667
SRR8879395	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Kinuhikari	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Kinuhikari_Bac_wPNA		Japan		None	Field	Surface-disinfected	Grinding	3		0.5231417	30	2.566999087	SRR8879353	0.511538565	34	2.602433439	0.882352941
SRR8879394	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Koshihikari	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Koshihikari_Bac_wPNA		Japan		None	Field	Surface-disinfected	Grinding	3		0.671914244	26	3.158292398	SRR8879359	0.598081082	24	2.742179335	1.083333333
SRR8879321	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Milyang 95	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Milyang_95_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.706750969	30	3.467949684	SRR8879381	0.567768356	25	2.636634594	1.2
SRR8879322	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Nakdong	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Nakdong_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.692705007	30	3.399027683	SRR8879388	0.647275739	24	2.967734992	1.25
SRR8879396	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Nipponbare	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Nipponbare_Bac_wPNA		Japan		None	Field	Surface-disinfected	Grinding	3		0.620625308	22	2.767636121	SRR8879357	0.635317406	33	3.204791385	0.666666667
SRR8879314	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Palgoeng	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Palgoeng_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.712838491	28	3.426867626	SRR8879412	0.776511606	32	3.882558031	0.875
