SampleID	Seq_number_Subset2	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Microbe_collection	Seed_number	Seed_mass_g	bray1	bray2	pielou_e	faith_pd	jaccard1	jaccard2	observed_otus	shannon	unweighted1	unweighted2	weighted1	weighted2
XI13	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		-0.162697472	-0.076641266	0.399958898	4.534136211	0.149148479	0.088518806	39	2.113943648	0.237943187	0.111357017	-0.021783683	0.031700992
XI21	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		-0.181759686	-0.062503903	0.42223851	5.264845981	0.129585153	0.162565294	30	2.071878175	0.354528162	0.223830612	-0.00470825	0.033863306
XI22	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		0.076339053	-0.076201065	0.507755994	4.055942314	0.195245188	0.086058714	36	2.625060408	0.183576188	0.137883219	0.031681552	-0.006854935
XI23	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		0.03770859	-0.081140903	0.546089219	5.246847818	0.318298747	0.045025337	50	3.082049021	0.401458978	0.171532191	0.035874596	0.009811236
XN01	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		-0.123251469	0.056542591	0.469254134	1.10355584	-0.218901631	0.031564162	14	1.786617035	-0.303937525	0.253079854	-0.027850134	0.016978007
XN02	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		0.084094917	0.06703426	0.655291666	2.370551477	-0.056792325	0.028700473	24	3.004487717	0.038838395	0.010561971	0.000174835	-0.019964359
XN03	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		0.031889109	0.116309239	0.658900246	1.798633189	-0.081378391	-0.073946666	24	3.02103292	-0.177164743	-0.013292982	-0.019919802	-0.018609711
XN10	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		-0.207045344	0.024919003	0.458882329	1.861317527	-0.164473836	0.066346834	19	1.949298871	-0.169938863	-0.017898116	-0.023708159	0.030639083
XN11	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		-0.181827877	0.044137249	0.517547229	0.955853555	-0.252672776	0.076197721	13	1.915152323	-0.343046767	0.299019262	-0.02978246	0.022566965
XN12	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		-0.01661742	0.082851752	0.628963497	2.971486299	-0.057401343	0.045391545	24	2.883774049	0.079437304	0.145679573	-0.01937975	-0.011485434
XS01	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Surface-disinfected	Soaking	1000		0.016812958	0.135415068	0.629579544	1.419803362	-0.174026799	0.084540481	18	2.625299481	-0.249214422	0.19665361	-0.023050949	-0.014875083
XS02	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Surface-disinfected	Soaking	1000		-0.160266167	0.090562002	0.478629905	2.199222776	-0.131916707	0.039000616	21	2.102294472	-0.079626587	-0.081466454	-0.018314086	0.015808515
XS03	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Surface-disinfected	Soaking	1000		0.39280391	0.095380698	0.730040099	2.157008174	-0.111913129	0.089027435	22	3.255563902	-0.072573126	-0.088033268	-0.022125	-0.0686784
XS10	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Surface-disinfected	Soaking	1000		-0.086505761	0.059305323	0.612681766	1.654782677	-0.196146613	-0.150933112	17	2.504313954	-0.212607363	-0.026824538	-0.02098771	0.006638187
XS11	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Surface-disinfected	Soaking	1000		-0.067146517	0.124123466	0.540943464	1.443192086	-0.271500765	0.104042932	14	2.05956376	-0.286702133	0.257892014	-0.029354651	0.001000137
XS12	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Xcc8004	Field	Surface-disinfected	Soaking	1000		0.306831041	0.10257586	0.815165868	1.634720682	-0.283870014	0.052852234	14	3.103625781	-0.216594388	-0.021076053	-0.022373541	-0.047072403
16S-AF-2017-Astrid-2	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.201695498	-0.047785727	0.473933507	17.70416173	-0.101222644	-0.055451299	189	3.58400007	-0.076012369	0.177305754	-0.21561329	0.006578363
16S-AF-2017-Astrid-4	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.197212725	-0.046173288	0.421964966	10.80461496	0.015098636	-0.075188015	136	2.990661018	0.152180478	-0.037062987	-0.133665637	-0.021316719
16S-AF-2017-Aviso-1	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		0.073770518	-0.002210476	0.477228463	13.44592601	0.098495577	-0.081435171	123	3.313165523	0.093462981	-0.003128884	0.097825956	0.019049876
16S-AF-2017-Aviso-5	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		0.336527276	0.014182644	0.339692002	8.460404568	0.275270476	-0.004986528	75	2.115879888	0.223765959	-0.086528653	0.22049665	0.009567569
16S-AF-2017-Colvert-2	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.198933802	-0.051211289	0.520419321	15.15191026	-0.105413375	0.026118896	194	3.955141484	0.005125544	0.112932043	-0.148599729	-0.029720563
16S-AF-2017-Colvert-3	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.197977271	-0.044885701	0.542095566	16.75879209	-0.143516831	-0.007192145	217	4.207502507	-0.049955783	0.139383871	-0.154142435	-0.025574834
16S-AF-2017-Expert-2	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Express	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		0.252007382	-0.072176786	0.514935714	10.58364113	0.129210936	-0.081443447	118	3.544118716	0.160198628	-0.050331483	0.128967871	0.040102541
16S-AF-2017-Expert-5	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Express	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		0.266690002	-0.031942269	0.465236851	10.88674039	0.276330698	-0.008414233	103	3.110806452	0.172146396	-0.066490139	0.136324893	0.012320614
16S-AF-2017-Major-1	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Major	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.169435004	-0.013525478	0.513442524	14.24737044	-0.099366682	0.053458247	192	3.894442291	0.020068555	0.11714318	0.010051989	-0.105058043
16S-AF-2017-Major-3	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Major	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.122586561	0.007687743	0.493771672	13.15011628	-0.09282458	-0.042842423	162	3.624210009	0.082279371	0.026866737	0.067697564	-0.071356755
16S-AF-2017-Mohican-1	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Mohican	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.146595479	0.050761925	0.607505683	18.01521278	-0.138597519	0.086353965	229	4.762360851	-0.060495116	0.163224422	0.041154538	-0.085907653
16S-AF-2017-Mohican-2	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Mohican	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.173199736	0.026036887	0.583836012	17.42960624	-0.126150347	-0.037478452	197	4.450028334	-0.07597982	0.224445891	0.02608076	-0.084375452
16S-AF-2017-Mohican-3	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Mohican	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.186685102	-0.047001986	0.564915701	15.69565856	-0.096595664	-0.023463054	179	4.227725039	-0.028995455	0.163952556	-0.109915587	-0.029981733
16S-AF-2017-Mohican-4	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Mohican	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		0.289714378	0.585096012	0.27726195	12.50317036	0.010147998	-0.051561207	126	1.934534237	0.114536308	0.044584873	0.245707648	0.000928733
16S-AF-2017-Tenor-1	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Tenor	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		0.180861026	0.469615651	0.354099177	13.00485723	-0.021839672	0.034255056	172	2.629634235	0.058999622	0.018640415	0.152166277	-0.007133012
16S-AF-2017-Tenor-2	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Tenor	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.128428405	0.083503536	0.543001151	15.16497326	-0.067273525	0.032910578	204	4.16613579	0.024377073	0.087120321	-0.081917016	-0.005134982
16S-AF-2017-Tenor-3	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Tenor	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		0.406969862	-0.151876772	0.405330649	15.20054766	-0.033603496	0.044199369	194	3.080477605	0.021650856	0.072133949	0.188371955	0.027666659
16S-AF-2017-Tenor-4	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Tenor	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		0.204236918	0.478620504	0.314551009	13.51476353	0.000220348	-0.00349322	176	2.346371741	0.090823955	0.010194983	0.180313541	-0.003847321
16S-AF-2017-Zorro-3	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Zorro	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		0.24695475	-0.21566377	0.502576684	11.58398179	0.154007955	-0.028953277	129	3.523679343	0.10560928	0.034020684	-0.006908334	0.129470214
16S-AF-2017-Zorro-4	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Zorro	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.124469661	-0.06513077	0.487213563	12.76433918	-0.025724372	-0.001581162	167	3.597440876	0.063521955	0.055807232	-0.231892092	0.063608998
16S-AF-2017-Zorro-5	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Zorro	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		0.629731289	-0.276124654	0.267790452	7.091312993	0.425851729	0.134164408	57	1.561992255	0.280700539	-0.168067539	0.279196541	0.08075078
16S-AF-2017-Astrid-1	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.1435185	-0.042375907	0.51002039	18.29334932	-0.068061033	-0.002067213	195	3.879893573	-0.228537587	-0.014324661	-0.064686706	0.00634368
16S-AF-2017-Boston-2	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.036031113	0.255775437	0.502319821	14.41966672	-0.057110058	-0.137502445	160	3.677949609	-0.114895871	-0.165941392	0.016273695	0.012750966
16S-AF-2017-Colvert-4	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.169091677	-0.061269289	0.5339888	16.09767706	-0.138546919	-0.005706619	203	4.093203525	-0.018633328	0.147394603	-0.14753676	-0.014686232
16S-AF-2017-Tenor-5	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Tenor	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.127067186	0.015655862	0.380059522	17.41385561	-0.058865053	0.060636475	214	2.942218239	-0.177472064	-0.120381103	0.04835957	-0.123715919
16S-AF-2017-Expert-3	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Express	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		0.338300575	-0.222166369	0.351787096	11.38035481	0.184629638	-0.068135037	123	2.442287019	0.152100205	-0.036183388	0.05473557	0.10828353
16S-AF-2017-Astrid-3	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.205210273	-0.047253132	0.485163331	16.19026269	-0.064586325	-0.043139199	179	3.630872989	-0.145986177	-0.145286041	-0.206189629	-0.001883945
16S-AF-2017-Aviso-2	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		0.077491165	-0.00696109	0.490500292	10.49046652	0.119020861	-0.009843597	119	3.381910126	0.189247201	-0.07148805	0.102697985	0.012130947
16S-AF-2017-Boston-4	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.119493781	0.030586297	0.540117258	13.93765456	-0.117968822	-0.085384633	194	4.104844085	0.048495414	0.092074815	-0.064924974	0.024711619
16S-AF-2017-Colvert-1	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.164789324	-0.055698747	0.52178863	19.67554162	-0.117095217	0.064483314	220	4.060225026	-0.208162008	0.001763451	-0.103582272	-0.016948191
16S-AF-2017-Expert-1	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Express	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.001356966	-0.17353827	0.515401219	11.45726992	0.133235688	-0.114809028	125	3.59017371	0.145619702	-0.017673497	-0.085731182	0.051562017
16S-AF-2017-Major-4	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Major	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		0.046098342	0.09115469	0.717943397	23.95238559	-0.051161426	0.556415232	354	6.079261493	-0.189446508	-0.125668002	0.16788672	-0.156476364
16S-AF-2017-Astrid-5	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.191823133	-0.053501942	0.489375395	15.3946955	-0.088329561	-0.004708852	186	3.689478824	-0.146163717	-0.150820097	-0.149146948	-0.011222715
16S-AF-2017-Zorro-2	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Zorro	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		0.361647406	0.07640203	0.206736692	10.01405423	0.371976803	0.053117041	79	1.303222782	0.007576426	-0.335592096	0.244705567	0.059214406
16S-AF-2017-Aviso-3	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.020979599	-0.032411335	0.489092638	14.17832178	0.001546088	-0.035874566	153	3.549534966	-0.144392187	-0.129721927	0.016729503	0.033757356
16S-AF-2017-Colvert-5	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.190628354	-0.055361022	0.512627252	18.88817593	-0.170914406	-0.009102982	232	4.028215204	-0.255267896	0.015640502	-0.143095845	-0.026313549
16S-AF-2017-Boston-5	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.008216852	0.040434	0.441878156	9.999318647	0.050638522	-0.165522785	123	3.067745506	0.177105472	-0.057806547	0.013029466	0.090864837
16S-AF-2017-Major-5	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Major	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.177488767	-0.034736284	0.530456001	16.24088745	-0.070876118	0.072238814	182	3.982554719	0.007711121	0.062659461	-0.042300485	-0.064556456
16S-AF-2017-Zorro-1	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Zorro	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		0.404071241	-0.238313969	0.377412489	12.77670722	0.111882687	0.091749675	154	2.742575998	0.097384343	-0.007399495	0.121091568	0.066420347
16S-AF-2017-Major-2	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Major	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.154038507	-0.006669496	0.53470356	17.25090785	-0.078780183	0.064585271	176	3.988584639	-0.180775653	-0.101006047	0.030170687	-0.108012937
16S-AF-2017-Mohican-5	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Mohican	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.149229137	0.018794224	0.578970022	17.94930327	-0.097706433	-0.000931543	193	4.395805018	-0.07359837	0.210159294	-0.026660203	-0.026047528
16S-AF-2017-Aviso-4	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.101667707	-0.057011852	0.518497617	16.50347239	-0.022896704	-0.020055148	170	3.841751542	-0.158272975	-0.10072378	-0.175055537	0.090901539
16S-AF-2017-Expert-4	32909	Rochefort_A_2019	Rochefort et al 2019	PRJEB31617	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Express	Seed		Illumina MiSeq	PAIRED	Rapeseed--Rochefort_A_2019		2017	France	Mechanical	NA	Field	Total	Soaking	1000		-0.127502688	-0.053884706	0.534024821	14.76803273	-0.013431509	-0.051072718	182	4.009348687	-0.038040609	0.137831633	-0.136691057	0.05773148
