SampleID	Seq_number_Subset2	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Microbe_collection	Seed_number	Seed_mass_g	bray1	bray2	pielou_e	faith_pd	jaccard1	jaccard2	observed_otus	shannon	unweighted1	unweighted2	weighted1	weighted2
1RC04MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		-0.51843642	-0.008065016	0.57037914	0.629288472	-0.452541074	-0.004015719	4	1.14075828	-0.404107577	0.055405818	-0.081368679	-0.001037618
1RC05FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.359990481	0.287870085	0.691422506	3.791891638	0.330130982	-0.396940587	55	3.997362222	0.373873482	0.128412162	0.081812268	-0.064686217
1RC06MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		-0.525053391	-0.009245392	0.419016193	0.782927725	-0.334408123	0.029561412	7	1.176327172	-0.334247751	0.015368204	-0.080281265	-0.001200349
1RC07FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.328961217	0.397959719	0.713799143	3.268100591	0.317549415	-0.437413942	48	3.986541444	0.365418637	0.0955913	0.072824665	-0.081372444
1RC08MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		-0.505506691	0.002122759	0.502657808	0.917315188	-0.33347294	-0.023949309	6	1.299351583	-0.245752109	-0.210105986	-0.077195661	-0.003002883
1RC09FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.434778832	0.054075053	0.628345833	1.880272933	0.211254762	-0.073572992	12	2.252596249	0.15187177	-0.155616937	0.049846615	-0.005506328
1RC10MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		-0.513444933	-0.007128112	0.502207726	0.703786769	-0.363467702	0.03267664	5	1.166090229	-0.36307278	0.076306683	-0.082998613	-0.000796845
1RD02MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		-0.497710262	-0.001058364	0.521875844	0.631604456	-0.407014465	-0.018093451	6	1.349029487	-0.404098222	0.055634856	-0.082656736	-0.000870416
1RD03FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.399393953	0.027054642	0.590780459	2.324570385	0.342748755	-0.043878553	24	2.708706249	0.297263358	-0.032097167	0.056109278	-0.008029592
1RD04MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		-0.495633064	-0.002526594	0.50406106	0.642110673	-0.438021924	-0.017986085	6	1.302978938	-0.405480974	0.059006273	-0.081338332	-0.001044427
1RD05FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.391638005	-0.015664688	0.603711776	1.962169994	0.289885099	0.006640567	16	2.414847104	0.205393284	-0.157143238	0.048949004	0.006734304
1RD06MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		-0.510868388	-0.004243083	0.512301393	0.631604456	-0.431786085	-0.016756482	5	1.189526998	-0.404098222	0.055634856	-0.081886297	-0.000967827
1RD07FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.413714632	0.005726789	0.549565001	1.926327999	0.300302071	-0.024952338	19	2.334512288	0.181255988	-0.131654192	0.049637777	0.003575194
1RD08MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		-0.517612491	-0.003903362	0.523123826	0.631604456	-0.431786085	-0.016756482	5	1.21465591	-0.404098222	0.055634856	-0.082663433	-0.000875483
1RD10MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		-0.500594928	-0.003014609	0.543018347	0.631604456	-0.431786085	-0.016756482	5	1.260849555	-0.404098222	0.055634856	-0.082943794	-0.000822357
1RN01FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.419137466	-0.010068236	0.530793534	2.359561663	0.287450843	-0.07422523	19	2.254772458	0.239313791	-0.074528149	0.053148113	0.008969911
1RN02MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		-0.507718568	-0.006078741	0.472016288	0.896093685	-0.344609988	0.012707886	7	1.325117249	-0.339529296	0.064279758	-0.082404099	-0.000883712
1RN03FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.409224668	0.102243869	0.586453395	3.726002505	0.317602792	-0.342986369	56	3.405743012	0.371445819	0.123185255	0.072991426	-0.022539044
1RN04MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		-0.515320562	-0.007321649	0.497458881	0.714288209	-0.322916999	0.032942628	6	1.285912554	-0.363561507	0.07911926	-0.08108792	-0.001103792
1RN05FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.438527684	0.059279423	0.623609498	1.942713784	0.303335644	-0.021751404	14	2.374302692	0.183741794	-0.126417054	0.050376785	-0.006971802
1RN06MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		-0.515928261	-0.007517633	0.49295837	0.745738101	-0.413685263	-0.004369109	6	1.2742789	-0.359311173	0.086538485	-0.082660083	-0.000860966
1RN07FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.38460386	0.219251973	0.656499851	2.427690032	0.320252072	-0.359898983	28	3.156027791	0.294273197	-0.00238039	0.063870586	-0.047691066
1RN08MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		-0.523472346	-0.00693875	0.473371949	0.830714013	-0.401765472	-0.039896588	5	1.099135627	-0.313135597	0.160641122	-0.081832857	-0.001314453
1RN09FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.391794529	0.021489232	0.565932625	2.334594464	0.341426781	-0.175795934	23	2.56003129	0.302427298	-0.053225484	0.049499837	-0.000979068
1RN10MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		-0.515550625	-0.007350062	0.544409493	0.694456346	-0.389294852	0.018869458	5	1.264079698	-0.373746276	-0.007321753	-0.079559917	-0.001335575
2FC01MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.398481171	-0.087564152	0.560345223	3.060084155	0.234287823	0.043616617	28	2.693778365	0.299037018	0.020786023	0.057842954	0.019681209
2FC02MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.40688732	-0.079356887	0.582233454	2.341642308	0.286936776	0.229938183	20	2.516371124	0.233134109	0.030569969	0.052053788	0.020887548
2FC03MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.403191183	-0.033851795	0.565604671	4.152667764	0.294559844	0.118782647	23	2.558547771	0.190885695	-0.008950883	0.054069044	0.011885116
2FC04MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.407929601	-0.085954935	0.58740909	2.893500737	0.229076996	0.152853579	24	2.69324865	0.280580338	0.033402251	0.056160159	0.021041076
2FC05MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.402959386	-0.061457992	0.557462034	3.151483475	0.314620195	0.139549365	26	2.620316684	0.330069643	0.150689024	0.057274119	0.017296409
2FD01MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.413777605	-0.087416632	0.62173454	1.982023637	0.2265004	0.044855047	20	2.687091978	0.148706499	-0.15900357	0.058247989	0.021347334
2FD02MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.410716442	-0.08028877	0.631257335	1.661044419	0.235126378	0.247797348	16	2.525029338	0.106834743	-0.12163086	0.054005717	0.023112483
2FD03MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.403987651	-0.075405423	0.608736893	2.005910051	0.31131527	0.095255157	20	2.630917082	0.178396808	-0.140258913	0.055396603	0.02072896
2FD04MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.401399192	-0.117953235	0.585657992	2.672420688	0.250286654	0.197245011	24	2.685219931	0.307830606	0.053859821	0.059605635	0.024104753
2FD05MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.394585734	-0.096332237	0.574034173	2.722896748	0.299567029	0.144069327	28	2.759586005	0.247408113	-0.034352032	0.056207911	0.022201271
2FN01MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.389724567	-0.090494022	0.591588822	3.030857996	0.261461659	0.206998921	23	2.67608869	0.312935777	0.082922955	0.051861762	0.019867828
2FN02MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.398704439	-0.102241411	0.678111511	3.696019853	0.237119068	0.151713781	33	3.420661716	0.298861899	0.098734946	0.087145396	0.00773561
2FN03MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.389549841	-0.126154041	0.635081598	2.35009791	0.247946266	0.158000331	24	2.911825311	0.19272354	0.008096502	0.065950186	0.021899819
2FN04MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.413922437	-0.091858972	0.543235944	3.63728644	0.293915777	0.154201023	27	2.583025803	0.288149417	0.078521041	0.059647233	0.024614926
2FN05MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.409804603	-0.100436528	0.584219756	2.954717277	0.208789802	0.101206787	23	2.642754262	0.272945101	0.031668566	0.064216856	0.029656427
2RC01MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.398555525	-0.082409929	0.600417713	2.566951307	0.300287136	0.166310638	23	2.716026725	0.307015885	0.076220006	0.05237737	0.019726585
2RC02MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.414071025	-0.060783797	0.612160197	2.238036519	0.178923955	0.143044504	17	2.502182056	0.21662171	-0.044103418	0.056850382	0.017371155
2RC03MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.404981529	-0.084999549	0.584717042	2.922092941	0.257448296	0.087208362	28	2.810942349	0.278625978	0.078112609	0.060302052	0.019251927
2RC04MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.389090025	-0.100756131	0.589326545	3.017585126	0.254627739	0.10346549	29	2.862937156	0.297008875	0.009902981	0.055068749	0.025165874
2RC05MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.386664341	-0.103193643	0.604993905	2.545187208	0.254396193	0.178345897	23	2.736727414	0.237589874	-0.045215954	0.055807309	0.023870718
2RD01MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.407625372	-0.082310759	0.606905507	1.923450751	0.2726743	0.12917588	21	2.665721631	0.159895117	-0.010222075	0.055230576	0.022209654
2RD02MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.394944201	-0.102701813	0.605032319	1.946468237	0.29501361	0.183754904	21	2.657493996	0.188744231	-0.071178077	0.055034899	0.024228938
2RD03MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.404274568	-0.10223635	0.565668746	2.783974549	0.292861016	0.108896547	31	2.802434015	0.219092822	0.03121558	0.056420874	0.026559298
2RD04MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.396707265	-0.091070745	0.584737376	2.424504304	0.290973478	0.115552214	26	2.748522785	0.207338016	0.108457676	0.055934948	0.023203804
2RD05MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.393373247	-0.105960213	0.602613591	2.54569544	0.233734647	0.193591111	23	2.725959912	0.254999474	0.069488606	0.052070488	0.026354246
2RN01MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.389351751	-0.110505288	0.629964151	2.409669256	0.283639616	0.13510378	19	2.676042051	0.266756525	0.043182181	0.054710441	0.027974692
2RN03MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.412121668	-0.0774962	0.608711498	2.632921371	0.211869936	0.127480562	21	2.673654118	0.211237712	0.054490894	0.053007293	0.024097122
2RN04MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.400239446	-0.102073725	0.673844574	1.884335238	0.227776491	0.209481228	14	2.565565456	0.13500695	0.028334666	0.054692532	0.025177982
2RN05MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.389478168	-0.085885405	0.633060077	3.013542579	0.259632915	0.084439668	31	3.136303899	0.180649492	0.130497624	0.09177813	0.014668431
2RN02MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.388777017	-0.088109099	0.614181389	1.530988467	0.267151843	0.167229724	18	2.561090329	0.022220948	0.01177317	0.054662024	0.021033741
SRR7133548	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN025	2016	USA	Manual	F graminearum	Field	Total	Grinding			-0.035294354	-0.098078363	0.771967625	5.414433825	-0.072806112	0.257564214	81	4.894158949	-0.230155903	-0.04161099	-0.055980055	-0.00440876
SRR7133549	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN024	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.157227274	-0.260732248	0.849007059	3.433415078	-0.335749993	-0.060555707	31	4.206147641	-0.283775879	0.031244344	-0.043928315	-0.096220235
SRR7133550	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN022	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.531138899	-0.014582333	0.827439072	3.515479884	-0.309980022	-0.087598186	37	4.310505259	-0.281307011	0.038477665	0.118944333	-0.10613275
SRR7133551	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN022	2016	USA	Manual	F graminearum	Field	Total	Grinding			-0.156396641	-0.339200613	0.662457103	4.129380564	-0.093950388	0.274427217	52	3.776296781	-0.277413165	-0.022932815	-0.05141124	-0.050444207
